| channels, the earthquake is considered to have ended.  After detriggering,
| 35 seconds of data are recorded before the record is ended.
|
| The data have a baseline offset correction determined from the average of a
| 10-sec window ending 9-10 sec prior to the trigger time.  The value of the
| baseline correction is fixed at the time of the trigger, and is not updated
| again until the end of the entire event, including the post event interval.
|
| All stations are time synchronized to an external source such as Tardis.
|
| Instrument mounting:  At grade on embedded concrete pad 5 ft x 5 ft x 2 ft
|                       in free field approx. 100 m or more from
|  buildings/structures
|
| Soil Condition:   See soil boring log
|
| ------ End of modified header comments -------------------------------------
|
-7.1468E-2 8.0293E-3 4.7778E-2-7.1468E-2-7.1468E-2 8.0293E-3 8.0293E-3-7.1468E-2
-3.1720E-2 8.7527E-2 4.7778E-2 8.0293E-3 8.0293E-3 4.7778E-2-3.1720E-2-7.1468E-2
-7.1468E-2 8.0293E-3 8.0293E-3-7.1468E-2 8.0293E-3 1.2728E-1 8.7527E-2-3.1720E-2
-7.1468E-2 4.7778E-2 8.0293E-3-7.1468E-2-3.1720E-2 8.0293E-3-3.1720E-2-7.1468E-2
 8.0293E-3 4.7778E-2 8.0293E-3-3.1720E-2 8.0293E-3 8.7527E-2-3.1720E-2-3.1720E-2
-3.1720E-2-3.1720E-2-3.1720E-2-7.1468E-2 8.0293E-3 8.7527E-2 8.7527E-2 8.0293E-3
-3.1720E-2 8.0293E-3-3.1720E-2-3.1720E-2-3.1720E-2 8.0293E-3-3.1720E-2-3.1720E-2
 4.7778E-2 8.7527E-2 4.7778E-2 8.0293E-3 4.7778E-2 4.7778E-2-3.1720E-2-7.1468E-2
-7.1468E-2 8.0293E-3-3.1720E-2-7.1468E-2 1.2728E-1 1.6702E-1 4.7778E-2 8.0293E-3
 4.7778E-2 8.0293E-3-7.1468E-2-7.1468E-2-3.1720E-2-3.1720E-2 8.0293E-3 8.0293E-3
 4.7778E-2 8.7527E-2 8.0293E-3 8.0293E-3 4.7778E-2 4.7778E-2-7.1468E-2-7.1468E-2
 8.0293E-3 8.0293E-3-7.1468E-2 8.0293E-3 8.7527E-2 8.7527E-2 8.0293E-3-3.1720E-2
-3.1720E-2 8.0293E-3-3.1720E-2-3.1720E-2 8.0293E-3 8.0293E-3-3.1720E-2 4.7778E-2
 8.7527E-2 4.7778E-2-7.1468E-2-3.1720E-2 4.7778E-2 8.0293E-3-1.1122E-1-3.1720E-2
 4.7778E-2 8.0293E-3-3.1720E-2 4.7778E-2 8.7527E-2 8.0293E-3 8.0293E-3 8.0293E-3
-3.1720E-2-3.1720E-2-7.1468E-2 8.0293E-3 4.7778E-2 8.0293E-3-7.1468E-2 8.0293E-3
 8.7527E-2 4.7778E-2-3.1720E-2 8.0293E-3 4.7778E-2-3.1720E-2-3.1720E-2 8.0293E-3
 8.0293E-3-7.1468E-2-7.1468E-2 8.7527E-2 8.7527E-2 8.0293E-3-3.1720E-2 4.7778E-2
 8.0293E-3 8.0293E-3-7.1468E-2 8.0293E-3 4.7778E-2-3.1720E-2-7.1468E-2 4.7778E-2
 4.7778E-2 8.0293E-3 8.0293E-3 8.7527E-2 8.0293E-3-7.1468E-2-3.1720E-2 8.0293E-3
-3.1720E-2-1.5097E-1-3.1720E-2 8.7527E-2 8.7527E-2 8.0293E-3-3.1720E-2 8.0293E-3
 8.0293E-3-7.1468E-2-7.1468E-2-3.1720E-2-3.1720E-2-3.1720E-2 8.0293E-3 8.7527E-2
 4.7778E-2-3.1720E-2 8.0293E-3 8.7527E-2 8.0293E-3-7.1468E-2-7.1468E-2 8.0293E-3
-3.1720E-2-7.1468E-2 4.7778E-2 1.2728E-1 8.7527E-2-3.1720E-2-3.1720E-2 8.0293E-3
-3.1720E-2-7.1389E-2-3.1640E-2 4.7858E-2-3.1640E-2-3.1640E-2 8.1087E-3 8.7607E-2
 8.7607E-2-3.1640E-2 4.7858E-2 8.1087E-3 8.1087E-3-7.1389E-2-3.1640E-2-3.1640E-2
-7.1389E-2-7.1389E-2 4.7858E-2 1.6710E-1 8.7607E-2-3.1640E-2 8.1087E-3-3.1640E-2
-7.1389E-2-1.1114E-1-3.1640E-2 8.1087E-3-3.1640E-2 8.1087E-3 4.7858E-2 4.7858E-2
 8.1087E-3 4.7858E-2 8.1087E-3 8.1087E-3-1.1114E-1-1.1114E-1 8.1087E-3 8.1087E-3
-3.1640E-2 8.1087E-3 8.7607E-2 1.6710E-1-3.1640E-2-7.1389E-2-3.1640E-2 8.1087E-3
-7.1389E-2-3.1640E-2 8.1087E-3-3.1640E-2-3.1640E-2 4.7858E-2 8.7607E-2 8.1087E-3
-3.1640E-2-3.1640E-2 8.1087E-3-3.1640E-2-7.1389E-2-3.1640E-2 4.7858E-2 4.7858E-2
-7.1389E-2-3.1640E-2 1.2736E-1 4.7858E-2-3.1640E-2-3.1640E-2 8.1087E-3-3.1640E-2
-7.1389E-2 8.1087E-3 8.1087E-3-3.1640E-2-3.1640E-2 8.1087E-3 4.7858E-2 8.1087E-3
-3.1640E-2 8.1087E-3 4.7858E-2 8.1087E-3-3.1640E-2 8.1087E-3 8.1087E-3-3.1640E-2
-7.1389E-2 4.7858E-2 8.7607E-2 8.1087E-3-7.1389E-2 4.7858E-2 4.7858E-2-3.1640E-2
-7.1389E-2 8.1087E-3 8.1087E-3 8.1087E-3-3.1640E-2 4.7858E-2 4.7858E-2 8.1087E-3
 8.1087E-3 4.7858E-2 4.7858E-2-3.1640E-2-7.1389E-2 8.1087E-3 8.1087E-3-7.1389E-2
-7.1389E-2 8.7607E-2 8.7607E-2-3.1640E-2 8.1087E-3 8.1087E-3-3.1640E-2-3.1640E-2
 8.1087E-3 4.7858E-2-3.1640E-2-3.1640E-2 8.1087E-3 8.7607E-2 4.7858E-2 8.1087E-3
 8.1087E-3 4.7858E-2 8.1087E-3-7.1389E-2-3.1640E-2 8.1087E-3 8.1087E-3-7.1389E-2
 8.1087E-3 8.7607E-2 4.7858E-2 8.1087E-3 8.1087E-3 8.1087E-3-3.1640E-2-7.1389E-2
-3.1640E-2 8.1087E-3-3.1640E-2-3.1640E-2 8.1087E-3 8.7607E-2 8.7607E-2-3.1640E-2
 4.7858E-2 4.7858E-2-3.1640E-2-7.1389E-2-3.1640E-2 8.1087E-3-7.1389E-2-7.1389E-2
 8.7607E-2 8.7607E-2 4.7858E-2-3.1640E-2 8.1087E-3 8.1087E-3-3.1640E-2-7.1389E-2
-3.1640E-2 8.1087E-3 8.1087E-3-3.1640E-2 8.7607E-2 4.7858E-2 8.1087E-3-3.1640E-2
 8.7607E-2-3.1640E-2-1.1114E-1-7.1389E-2 8.1087E-3 8.1087E-3-3.1640E-2 4.7858E-2
 1.2736E-1 8.7607E-2 8.1087E-3 8.1087E-3 8.1087E-3-3.1640E-2-1.1114E-1-7.1389E-2
 8.1087E-3 8.1087E-3-3.1640E-2 4.7858E-2 8.7607E-2-3.1640E-2-7.1389E-2-3.1640E-2
 4.7858E-2-3.1501E-2-7.1250E-2-3.1501E-2 8.2479E-3-3.1501E-2-3.1501E-2 8.2479E-3
 8.7746E-2 8.2479E-3-3.1501E-2-3.1501E-2 8.2479E-3-3.1501E-2-7.1250E-2-3.1501E-2
 8.7746E-2 4.7997E-2-7.1250E-2 8.2479E-3 4.7997E-2 8.2479E-3-3.1501E-2 4.7997E-2
 8.2479E-3-3.1501E-2-3.1501E-2 8.2479E-3 8.2479E-3-7.1250E-2-7.1250E-2 8.7746E-2
 8.7746E-2 8.2479E-3-7.1250E-2-3.1501E-2 4.7997E-2 8.2479E-3-7.1250E-2 8.2479E-3
 8.2479E-3-3.1501E-2 8.2479E-3 4.7997E-2 4.7997E-2-3.1501E-2 8.2479E-3 8.7746E-2
 8.2479E-3-7.1250E-2-3.1501E-2 8.2479E-3-3.1501E-2-1.1100E-1-3.1501E-2 4.7997E-2
 8.7746E-2 8.2479E-3-3.1501E-2 8.2479E-3 8.2479E-3-3.1501E-2 8.2479E-3 4.7997E-2
 8.2479E-3-7.1250E-2 8.2479E-3 4.7997E-2 8.2479E-3-3.1501E-2 4.7997E-2 4.7997E-2
 8.2479E-3-3.1501E-2-3.1501E-2-3.1501E-2-3.1501E-2-7.1250E-2 8.2479E-3 1.2749E-1
 4.7997E-2-7.1250E-2 8.2479E-3 4.7997E-2-3.1501E-2-1.1100E-1 8.2479E-3 8.2479E-3
-3.1501E-2-3.1501E-2 4.7997E-2 8.7746E-2 8.7746E-2 8.2479E-3 8.2479E-3 8.2479E-3
-7.1250E-2-1.1100E-1-3.1501E-2 8.2479E-3-3.1501E-2-7.1250E-2 8.7746E-2 1.6724E-1
 4.7997E-2-7.1250E-2 8.2479E-3 4.7997E-2-7.1250E-2-7.1250E-2-3.1501E-2-3.1501E-2
 8.2479E-3 8.2479E-3 4.7997E-2 4.7997E-2 8.2479E-3 8.2479E-3 4.7997E-2 4.7997E-2
-1.1100E-1-1.1100E-1 8.2479E-3 8.2479E-3-7.1250E-2 8.2479E-3 1.2749E-1 8.7746E-2
 8.2479E-3-3.1501E-2-3.1501E-2-7.1250E-2-7.1250E-2-3.1501E-2 4.7997E-2 8.2479E-3
-3.1501E-2 4.7997E-2 8.7746E-2 4.7997E-2-3.1501E-2-3.1501E-2 8.2479E-3-3.1501E-2
-7.1250E-2-3.1501E-2 4.7997E-2 8.2479E-3-7.1250E-2 4.7997E-2 1.2749E-1 8.2479E-3
-3.1501E-2 8.2479E-3 8.2479E-3-7.1250E-2-3.1501E-2 8.2479E-3 4.7997E-2 8.2479E-3
 8.2479E-3 8.2479E-3 4.7997E-2 8.2479E-3-3.1501E-2 8.2479E-3 8.2479E-3-3.1501E-2
-3.1501E-2 8.2479E-3 8.7746E-2-3.1501E-2-7.1250E-2 8.7746E-2 8.7746E-2 8.2479E-3
-3.1501E-2 8.2479E-3 8.2479E-3-3.1501E-2-3.1501E-2 4.7997E-2 8.2479E-3-3.1501E-2
 8.2479E-3 4.7997E-2 8.2479E-3-3.1501E-2 8.2479E-3 8.7746E-2 4.7997E-2-7.1250E-2
-7.1250E-2 8.2479E-3 4.7997E-2-7.1250E-2 8.2479E-3 8.7746E-2 4.7997E-2 8.2479E-3
 4.7997E-2 8.2479E-3-3.1501E-2-7.1250E-2-7.1250E-2 8.2479E-3-3.1501E-2-7.1250E-2
-3.1501E-2 8.7746E-2 8.7746E-2-3.1501E-2 8.2479E-3 8.7746E-2 8.2479E-3-7.1250E-2
-3.1501E-2-3.1501E-2-7.1250E-2-1.1100E-1 8.7746E-2 1.2749E-1 8.7746E-2-3.1501E-2
 4.7997E-2 4.7997E-2-3.1501E-2-7.1250E-2-3.1501E-2 8.2479E-3-3.1501E-2-7.1250E-2
 8.7746E-2 8.7746E-2 8.2479E-3-3.1501E-2 8.2479E-3 8.2479E-3-1.1100E-1-7.1250E-2
 8.2479E-3-3.1501E-2-7.1250E-2-3.1501E-2 1.2749E-1 1.2749E-1 4.7997E-2-3.1501E-2
 8.2479E-3 8.2479E-3-7.1250E-2-1.1100E-1 8.2479E-3 8.2479E-3-7.1250E-2 8.2479E-3
 8.7746E-2 4.7997E-2-3.1501E-2 8.2479E-3 8.7746E-2 8.2479E-3-7.1250E-2-3.1501E-2
-3.1501E-2-7.1250E-2-3.1501E-2 8.2479E-3 8.7746E-2 1.2749E-1 8.2479E-3 8.2479E-3
 8.7746E-2-3.1501E-2-7.1250E-2-3.1501E-2 4.7997E-2 8.2479E-3-3.1501E-2 4.7997E-2
 8.7746E-2 8.2479E-3 8.2479E-3 8.2479E-3-3.1501E-2-7.1250E-2-7.1250E-2-3.1501E-2
-3.1501E-2 8.2479E-3-3.1501E-2 4.7997E-2 1.6724E-1 8.7746E-2-7.1250E-2-3.1501E-2
 8.2479E-3-7.1250E-2-7.1250E-2-3.1501E-2 4.7997E-2 8.2479E-3 8.2479E-3 4.7997E-2
 4.7997E-2-3.1501E-2 8.2479E-3 8.2479E-3-3.1501E-2-7.1250E-2 8.2479E-3 8.2479E-3
 8.2479E-3-7.1250E-2-7.1250E-2 4.7997E-2 1.2749E-1 8.2479E-3-7.1250E-2 8.2479E-3
 8.2479E-3-7.1250E-2-3.1501E-2 8.2479E-3-3.1501E-2-7.1250E-2-3.1501E-2 4.7997E-2
 8.2479E-3-3.1501E-2-3.1501E-2 4.7997E-2 4.7997E-2-3.1501E-2-3.1501E-2 8.2479E-3
 8.2479E-3-7.1250E-2 8.2479E-3 4.7997E-2 4.7997E-2-3.1501E-2-7.1250E-2 4.7997E-2
 8.2479E-3-7.1250E-2 8.2479E-3 8.2479E-3-3.1501E-2-7.1250E-2 8.2479E-3 4.7997E-2
 4.7997E-2-3.1501E-2 4.7997E-2 8.2479E-3 8.2479E-3-3.1501E-2-3.1501E-2 8.2479E-3
-3.1501E-2-1.1100E-1 8.7746E-2 1.2749E-1 4.7997E-2 8.2479E-3 8.2479E-3 8.2479E-3
-3.1501E-2-7.1250E-2-3.1501E-2 8.2479E-3 8.2479E-3-3.1501E-2 4.7997E-2 8.7746E-2
 4.7997E-2 8.2479E-3 4.7997E-2 8.2479E-3-1.1100E-1-1.1100E-1 8.2479E-3 8.2479E-3
-7.1250E-2-7.1250E-2 8.7746E-2 1.2749E-1 8.2479E-3 8.2479E-3 8.2479E-3 8.2479E-3
-7.1250E-2-3.1501E-2 8.2479E-3-3.1501E-2-3.1501E-2 8.2479E-3 8.7746E-2 4.7997E-2
 8.2479E-3-3.1322E-2 4.8176E-2 4.8176E-2-7.1071E-2-7.1071E-2 8.4268E-3-3.1322E-2
-7.1071E-2 4.8176E-2 1.2767E-1 4.8176E-2 4.8176E-2 8.4268E-3-3.1322E-2-7.1071E-2
-7.1071E-2-3.1322E-2 8.4268E-3 8.4268E-3-3.1322E-2 8.4268E-3 8.7924E-2 8.7924E-2
 8.4268E-3 8.4268E-3 8.4268E-3-3.1322E-2-1.1082E-1-3.1322E-2 8.4268E-3-3.1322E-2
-3.1322E-2 8.7924E-2 8.7924E-2 8.4268E-3 8.4268E-3-3.1322E-2 8.4268E-3-3.1322E-2
-7.1071E-2-3.1322E-2 8.4268E-3 4.8176E-2 8.4268E-3 4.8176E-2 8.7924E-2 8.4268E-3
-3.1322E-2 4.8176E-2 8.4268E-3-1.1082E-1-7.1071E-2 8.4268E-3 8.4268E-3-3.1322E-2
 8.4268E-3 8.7924E-2 8.7924E-2 8.4268E-3-7.1071E-2 8.4268E-3-3.1322E-2-7.1071E-2
-3.1322E-2 8.4268E-3 8.4268E-3 8.4268E-3-3.1322E-2 4.8176E-2 4.8176E-2-3.1322E-2
-7.1071E-2 4.8176E-2 8.4268E-3-7.1071E-2-3.1322E-2 8.4268E-3 8.4268E-3-7.1071E-2
 8.4268E-3 8.7924E-2 4.8176E-2 8.4268E-3 8.4268E-3 8.4268E-3 8.4268E-3-7.1071E-2
-3.1322E-2 4.8176E-2 8.4268E-3-3.1322E-2 8.4268E-3 4.8176E-2 8.4268E-3 8.4268E-3
 8.4268E-3 4.8176E-2 8.4268E-3-7.1071E-2 8.4268E-3-3.1322E-2-7.1071E-2-7.1071E-2
 8.7924E-2 1.2767E-1 8.4268E-3-7.1071E-2-3.1322E-2 4.8176E-2 8.4268E-3-7.1071E-2
 8.4268E-3 8.4268E-3-3.1322E-2-3.1322E-2 4.8176E-2 8.7924E-2 4.8176E-2 8.4268E-3
 8.4268E-3 8.4268E-3-7.1071E-2-7.1071E-2 8.4268E-3 8.4268E-3-1.1082E-1-7.1071E-2
 8.7924E-2 1.2767E-1 4.8176E-2-3.1322E-2 8.4268E-3 4.8176E-2-7.1071E-2-7.1071E-2
 8.4268E-3 8.4268E-3-7.1071E-2 8.4268E-3 4.8176E-2 4.8176E-2 4.8176E-2 4.8176E-2
 8.7924E-2 8.4268E-3-3.1322E-2-7.1071E-2-3.1322E-2 8.4268E-3-3.1322E-2 8.4268E-3
 1.2767E-1 1.2767E-1-3.1322E-2-3.1322E-2 4.8176E-2-3.1322E-2-1.5057E-1-3.1322E-2
 8.4268E-3 8.4268E-3-3.1322E-2 4.8176E-2 8.7924E-2 8.7924E-2 8.4268E-3 8.4268E-3
 8.4268E-3-7.1071E-2-1.1082E-1-3.1322E-2 4.8176E-2 8.4268E-3-7.1071E-2 8.7924E-2
 1.6742E-1 8.7924E-2-3.1322E-2 8.4268E-3 8.4268E-3-7.1071E-2-7.1071E-2 8.4268E-3
 8.4268E-3-3.1322E-2 4.8176E-2 8.7924E-2 8.4268E-3 8.4268E-3 8.4268E-3 8.4268E-3
 4.8176E-2-7.1071E-2-1.1082E-1 8.4268E-3 4.8176E-2-3.1322E-2-3.1322E-2 8.7924E-2
 1.2767E-1-3.1640E-2-7.1389E-2-3.1640E-2-7.1389E-2-7.1389E-2-3.1640E-2 4.7858E-2
 8.1087E-3 8.1087E-3 4.7858E-2 8.1087E-3 4.7858E-2 8.1087E-3-3.1640E-2 8.1087E-3
 4.7858E-2-3.1640E-2-3.1640E-2 4.7858E-2 8.1087E-3-1.5089E-1 8.1087E-3 8.7607E-2
 4.7858E-2-3.1640E-2 8.1087E-3 8.7607E-2-3.1640E-2-7.1389E-2-3.1640E-2 8.1087E-3
 8.1087E-3-3.1640E-2 8.1087E-3 8.1087E-3 8.7607E-2 8.1087E-3 4.7858E-2 4.7858E-2
 8.1087E-3-1.1114E-1-3.1640E-2 8.1087E-3-7.1389E-2-1.1114E-1 4.7858E-2 1.6710E-1
 4.7858E-2 8.1087E-3 8.1087E-3 8.1087E-3-3.1640E-2-7.1389E-2-3.1640E-2 8.1087E-3
-3.1640E-2-3.1640E-2 4.7858E-2 8.7607E-2 4.7858E-2 8.1087E-3 8.7607E-2 4.7858E-2
-7.1389E-2-1.1114E-1-3.1640E-2-3.1640E-2-7.1389E-2-3.1640E-2 8.7607E-2 8.7607E-2
 4.7858E-2 8.1087E-3-3.1640E-2-3.1640E-2-7.1389E-2-7.1389E-2 8.1087E-3 8.1087E-3
-7.1389E-2 8.1087E-3 1.2736E-1 1.2736E-1 8.1087E-3 8.1087E-3 8.7607E-2-3.1640E-2
-7.1389E-2 8.1087E-3-3.1640E-2-7.1389E-2-3.1640E-2 8.1087E-3 8.7607E-2 8.7607E-2
 8.1087E-3-3.1640E-2 4.7858E-2-3.1640E-2-1.1114E-1-7.1389E-2 8.1087E-3 4.7858E-2
-7.1389E-2 8.1087E-3 8.7607E-2 4.7858E-2-3.1640E-2 8.1087E-3 8.1087E-3-7.1389E-2
-7.1389E-2 8.1087E-3 8.1087E-3-7.1389E-2-3.1640E-2 8.7607E-2 1.6710E-1 4.7858E-2
-7.1389E-2-7.1389E-2-3.1640E-2-7.1389E-2-1.1114E-1-3.1640E-2 4.7858E-2 8.1087E-3
-3.1640E-2 8.7607E-2 8.7607E-2 8.1087E-3-3.1640E-2 4.7858E-2 8.1087E-3-7.1389E-2
-7.1389E-2 8.1087E-3 4.7858E-2-3.1640E-2-3.1640E-2 4.7858E-2 8.7607E-2 8.1087E-3
-3.1640E-2-3.1640E-2 8.1087E-3-7.1389E-2-7.1389E-2 4.7858E-2 8.7607E-2-3.1640E-2
-3.1640E-2 4.7858E-2 8.1087E-3-3.1640E-2-3.1640E-2-3.1640E-2 8.1087E-3 8.1087E-3
 8.1087E-3 8.1087E-3 8.1087E-3-7.1389E-2 8.1087E-3 8.7607E-2 4.7858E-2-7.1389E-2
-3.1640E-2 4.7858E-2 4.7858E-2-7.1389E-2-3.1640E-2 4.7858E-2 8.1087E-3-3.1640E-2
 8.1087E-3 8.1087E-3-3.1640E-2 8.1087E-3 4.7858E-2 4.7858E-2-3.1640E-2-3.1640E-2
 8.1087E-3 8.1087E-3-7.1389E-2-1.1114E-1 8.1087E-3 1.2736E-1 4.7858E-2-3.1640E-2
 8.1087E-3 4.7858E-2-3.1640E-2-3.1640E-2-3.1640E-2 8.1087E-3-7.1389E-2 8.1087E-3
 8.7607E-2 8.7905E-2 8.4069E-3 8.4069E-3 8.7905E-2 4.8156E-2-3.1342E-2-7.1091E-2
-3.1342E-2 8.4069E-3-7.1091E-2-7.1091E-2 8.7905E-2 1.2765E-1 4.8156E-2 8.4069E-3
 8.4069E-3 8.4069E-3-1.1084E-1-3.1342E-2 8.4069E-3-3.1342E-2-3.1342E-2 8.4069E-3
 8.7905E-2 8.7905E-2 4.8156E-2 8.4069E-3 4.8156E-2-3.1342E-2-7.1091E-2-3.1342E-2
 8.4069E-3-3.1342E-2-7.1091E-2 8.4069E-3 1.2765E-1 8.7905E-2-3.1342E-2 8.4069E-3
 8.4069E-3-3.1342E-2-1.1084E-1-7.1091E-2 8.4069E-3 8.4069E-3-3.1342E-2 4.8156E-2
 4.8156E-2 4.8156E-2-3.1342E-2 8.4069E-3 4.8156E-2-3.1342E-2-7.1091E-2-3.1342E-2
 4.8156E-2-3.1342E-2-7.1091E-2 4.8156E-2 1.2765E-1 4.8156E-2 8.4069E-3-3.1342E-2
-3.1342E-2-3.1342E-2-3.1342E-2-3.1342E-2 8.4069E-3 8.4069E-3 8.4069E-3 8.7905E-2
 8.7905E-2 8.4069E-3-3.1342E-2 4.8156E-2 8.4069E-3-7.1091E-2-7.1091E-2 8.4069E-3
 8.4069E-3-3.1342E-2 8.4069E-3 1.2765E-1 8.7905E-2 8.4069E-3 8.4069E-3-3.1342E-2
-7.1091E-2-7.1091E-2-7.1091E-2 8.4069E-3 8.4069E-3-3.1342E-2-3.1342E-2 4.8156E-2
 8.7905E-2-3.1342E-2-3.1342E-2 4.8156E-2 8.4069E-3-3.1342E-2-3.1342E-2 4.8156E-2
-3.1342E-2-7.1091E-2 4.8156E-2 1.2765E-1 4.8156E-2-3.1342E-2-3.1342E-2 8.4069E-3
-3.1342E-2-3.1342E-2-3.1342E-2 4.8156E-2 8.4069E-3-3.1342E-2 8.4069E-3 4.8156E-2
 4.8156E-2-3.1342E-2 8.4069E-3 4.8156E-2-3.1342E-2-7.1091E-2 8.4069E-3 8.4069E-3
-7.1091E-2-7.1091E-2 4.8156E-2 1.2765E-1 4.8156E-2 8.4069E-3 8.4069E-3 4.8156E-2
-3.1342E-2-3.1342E-2 8.4069E-3 4.8156E-2-3.1342E-2-7.1091E-2 8.4069E-3 8.7905E-2
 4.8156E-2 8.4069E-3 8.4069E-3 4.8156E-2-7.1091E-2-7.1091E-2-3.1342E-2-3.1342E-2
-7.1091E-2-7.1091E-2 8.7905E-2 1.2765E-1 8.4069E-3 8.4069E-3 4.8156E-2 8.4069E-3
-7.1091E-2-1.1084E-1 4.8156E-2 8.4069E-3-1.1084E-1-3.1342E-2 8.7905E-2 4.8156E-2
 8.4069E-3 8.4069E-3 4.8156E-2 8.4069E-3-3.1342E-2-3.1342E-2-3.1342E-2-3.1342E-2
-1.1084E-1 8.4069E-3 1.6740E-1 8.7905E-2-3.1342E-2-3.1342E-2 8.4069E-3-3.1342E-2
